,Time (CET),Day-ahead Total Load Forecast [MW] - BZN|DE-LU,Actual Total Load [MW] - BZN|DE-LU,Imbalance [MW],Quarter
25359,22.09.2019 03:45 - 22.09.2019 04:00,36714.0,35303.0,-1411.0,15
25360,22.09.2019 04:00 - 22.09.2019 04:15,36706.0,35899.0,-807.0,16
25361,22.09.2019 04:15 - 22.09.2019 04:30,36781.0,36040.0,-741.0,17
25362,22.09.2019 04:30 - 22.09.2019 04:45,37050.0,35980.0,-1070.0,18
25363,22.09.2019 04:45 - 22.09.2019 05:00,37070.0,36206.0,-864.0,19
25364,22.09.2019 05:00 - 22.09.2019 05:15,37571.0,36299.0,-1272.0,20
25365,22.09.2019 05:15 - 22.09.2019 05:30,37575.0,36161.0,-1414.0,21
25366,22.09.2019 05:30 - 22.09.2019 05:45,37675.0,36162.0,-1513.0,22
25367,22.09.2019 05:45 - 22.09.2019 06:00,38010.0,36131.0,-1879.0,23
25368,22.09.2019 06:00 - 22.09.2019 06:15,38453.0,36645.0,-1808.0,24
25369,22.09.2019 06:15 - 22.09.2019 06:30,38779.0,36960.0,-1819.0,25
25370,22.09.2019 06:30 - 22.09.2019 06:45,39304.0,37140.0,-2164.0,26
25371,22.09.2019 06:45 - 22.09.2019 07:00,39634.0,37411.0,-2223.0,27
25372,22.09.2019 07:00 - 22.09.2019 07:15,40095.0,37832.0,-2263.0,28
25373,22.09.2019 07:15 - 22.09.2019 07:30,40347.0,38517.0,-1830.0,29
25374,22.09.2019 07:30 - 22.09.2019 07:45,41073.0,39727.0,-1346.0,30
25375,22.09.2019 07:45 - 22.09.2019 08:00,42124.0,40686.0,-1438.0,31
25376,22.09.2019 08:00 - 22.09.2019 08:15,42953.0,41471.0,-1482.0,32
25377,22.09.2019 08:15 - 22.09.2019 08:30,43853.0,42401.0,-1452.0,33
25378,22.09.2019 08:30 - 22.09.2019 08:45,44628.0,43245.0,-1383.0,34
25379,22.09.2019 08:45 - 22.09.2019 09:00,45316.0,44076.0,-1240.0,35
25380,22.09.2019 09:00 - 22.09.2019 09:15,46132.0,45108.0,-1024.0,36
25381,22.09.2019 09:15 - 22.09.2019 09:30,46831.0,45460.0,-1371.0,37
25382,22.09.2019 09:30 - 22.09.2019 09:45,47388.0,46384.0,-1004.0,38
25383,22.09.2019 09:45 - 22.09.2019 10:00,48025.0,46892.0,-1133.0,39
25384,22.09.2019 10:00 - 22.09.2019 10:15,48398.0,47239.0,-1159.0,40
25385,22.09.2019 10:15 - 22.09.2019 10:30,48820.0,47555.0,-1265.0,41
25386,22.09.2019 10:30 - 22.09.2019 10:45,49403.0,47996.0,-1407.0,42
25387,22.09.2019 10:45 - 22.09.2019 11:00,49930.0,48361.0,-1569.0,43
25388,22.09.2019 11:00 - 22.09.2019 11:15,50663.0,48139.0,-2524.0,44
25389,22.09.2019 11:15 - 22.09.2019 11:30,51412.0,48692.0,-2720.0,45
25390,22.09.2019 11:30 - 22.09.2019 11:45,51860.0,48921.0,-2939.0,46
25391,22.09.2019 11:45 - 22.09.2019 12:00,51979.0,48934.0,-3045.0,47
25392,22.09.2019 12:00 - 22.09.2019 12:15,51650.0,48451.0,-3199.0,48
25393,22.09.2019 12:15 - 22.09.2019 12:30,51420.0,48070.0,-3350.0,49
25394,22.09.2019 12:30 - 22.09.2019 12:45,51204.0,48015.0,-3189.0,50
25395,22.09.2019 12:45 - 22.09.2019 13:00,50808.0,47445.0,-3363.0,51
25396,22.09.2019 13:00 - 22.09.2019 13:15,50252.0,47219.0,-3033.0,52
25397,22.09.2019 13:15 - 22.09.2019 13:30,49662.0,46920.0,-2742.0,53
25398,22.09.2019 13:30 - 22.09.2019 13:45,49264.0,46329.0,-2935.0,54
25399,22.09.2019 13:45 - 22.09.2019 14:00,48869.0,45563.0,-3306.0,55
25400,22.09.2019 14:00 - 22.09.2019 14:15,48628.0,45291.0,-3337.0,56
25401,22.09.2019 14:15 - 22.09.2019 14:30,48510.0,45232.0,-3278.0,57
25402,22.09.2019 14:30 - 22.09.2019 14:45,48185.0,45360.0,-2825.0,58
25403,22.09.2019 14:45 - 22.09.2019 15:00,47715.0,44764.0,-2951.0,59
25404,22.09.2019 15:00 - 22.09.2019 15:15,47992.0,45079.0,-2913.0,60
25405,22.09.2019 15:15 - 22.09.2019 15:30,47586.0,44842.0,-2744.0,61
25406,22.09.2019 15:30 - 22.09.2019 15:45,47413.0,44666.0,-2747.0,62
25407,22.09.2019 15:45 - 22.09.2019 16:00,47109.0,44239.0,-2870.0,63
25408,22.09.2019 16:00 - 22.09.2019 16:15,47272.0,44322.0,-2950.0,64
25409,22.09.2019 16:15 - 22.09.2019 16:30,47031.0,44295.0,-2736.0,65
25410,22.09.2019 16:30 - 22.09.2019 16:45,47309.0,44568.0,-2741.0,66
25411,22.09.2019 16:45 - 22.09.2019 17:00,47515.0,44668.0,-2847.0,67
25412,22.09.2019 17:00 - 22.09.2019 17:15,48152.0,46210.0,-1942.0,68
25413,22.09.2019 17:15 - 22.09.2019 17:30,48229.0,46482.0,-1747.0,69
25414,22.09.2019 17:30 - 22.09.2019 17:45,48634.0,46830.0,-1804.0,70
25415,22.09.2019 17:45 - 22.09.2019 18:00,48770.0,47474.0,-1296.0,71
25416,22.09.2019 18:00 - 22.09.2019 18:15,49252.0,47884.0,-1368.0,72
25417,22.09.2019 18:15 - 22.09.2019 18:30,49346.0,48383.0,-963.0,73
25418,22.09.2019 18:30 - 22.09.2019 18:45,49339.0,48653.0,-686.0,74
25419,22.09.2019 18:45 - 22.09.2019 19:00,49397.0,48814.0,-583.0,75
25420,22.09.2019 19:00 - 22.09.2019 19:15,49567.0,49147.0,-420.0,76
25421,22.09.2019 19:15 - 22.09.2019 19:30,49533.0,50008.0,475.0,77
25422,22.09.2019 19:30 - 22.09.2019 19:45,49781.0,50964.0,1183.0,78
25423,22.09.2019 19:45 - 22.09.2019 20:00,50123.0,51294.0,1171.0,79
25424,22.09.2019 20:00 - 22.09.2019 20:15,50197.0,51693.0,1496.0,80
25425,22.09.2019 20:15 - 22.09.2019 20:30,49798.0,50947.0,1149.0,81
25426,22.09.2019 20:30 - 22.09.2019 20:45,49302.0,50331.0,1029.0,82
25427,22.09.2019 20:45 - 22.09.2019 21:00,48763.0,49758.0,995.0,83
25428,22.09.2019 21:00 - 22.09.2019 21:15,48401.0,49187.0,786.0,84
25429,22.09.2019 21:15 - 22.09.2019 21:30,47844.0,48473.0,629.0,85
25430,22.09.2019 21:30 - 22.09.2019 21:45,47543.0,48514.0,971.0,86
25431,22.09.2019 21:45 - 22.09.2019 22:00,47203.0,48624.0,1421.0,87
25432,22.09.2019 22:00 - 22.09.2019 22:15,47223.0,48568.0,1345.0,88
25433,22.09.2019 22:15 - 22.09.2019 22:30,46613.0,47537.0,924.0,89
25434,22.09.2019 22:30 - 22.09.2019 22:45,45740.0,47035.0,1295.0,90
25435,22.09.2019 22:45 - 22.09.2019 23:00,45074.0,46221.0,1147.0,91
25436,22.09.2019 23:00 - 22.09.2019 23:15,44221.0,45390.0,1169.0,92
25437,22.09.2019 23:15 - 22.09.2019 23:30,43531.0,44364.0,833.0,93
25438,22.09.2019 23:30 - 22.09.2019 23:45,42850.0,43690.0,840.0,94
25439,22.09.2019 23:45 - 23.09.2019 00:00,42329.0,43166.0,837.0,95
25440,23.09.2019 00:00 - 23.09.2019 00:15,42216.0,41920.0,-296.0,0
25441,23.09.2019 00:15 - 23.09.2019 00:30,41773.0,41395.0,-378.0,1
25442,23.09.2019 00:30 - 23.09.2019 00:45,41371.0,41111.0,-260.0,2
25443,23.09.2019 00:45 - 23.09.2019 01:00,41046.0,40910.0,-136.0,3
25444,23.09.2019 01:00 - 23.09.2019 01:15,40681.0,40277.0,-404.0,4
25445,23.09.2019 01:15 - 23.09.2019 01:30,40387.0,39871.0,-516.0,5
25446,23.09.2019 01:30 - 23.09.2019 01:45,40145.0,39663.0,-482.0,6
25447,23.09.2019 01:45 - 23.09.2019 02:00,39934.0,39700.0,-234.0,7
25448,23.09.2019 02:00 - 23.09.2019 02:15,39534.0,39754.0,220.0,8
25449,23.09.2019 02:15 - 23.09.2019 02:30,39506.0,39535.0,29.0,9
25450,23.09.2019 02:30 - 23.09.2019 02:45,39514.0,39662.0,148.0,10
25451,23.09.2019 02:45 - 23.09.2019 03:00,39549.0,39621.0,72.0,11
25452,23.09.2019 03:00 - 23.09.2019 03:15,39673.0,39182.0,-491.0,12
25453,23.09.2019 03:15 - 23.09.2019 03:30,39793.0,39481.0,-312.0,13
25454,23.09.2019 03:30 - 23.09.2019 03:45,39852.0,39682.0,-170.0,14
25455,23.09.2019 03:45 - 23.09.2019 04:00,40095.0,39947.0,-148.0,15
25456,23.09.2019 04:00 - 23.09.2019 04:15,40612.0,40394.0,-218.0,16
25457,23.09.2019 04:15 - 23.09.2019 04:30,41000.0,40884.0,-116.0,17
25458,23.09.2019 04:30 - 23.09.2019 04:45,41470.0,41312.0,-158.0,18
25459,23.09.2019 04:45 - 23.09.2019 05:00,42132.0,41844.0,-288.0,19
25460,23.09.2019 05:00 - 23.09.2019 05:15,43769.0,43454.0,-315.0,20
25461,23.09.2019 05:15 - 23.09.2019 05:30,44695.0,44283.0,-412.0,21
25462,23.09.2019 05:30 - 23.09.2019 05:45,45986.0,45805.0,-181.0,22
25463,23.09.2019 05:45 - 23.09.2019 06:00,47770.0,47894.0,124.0,23
25464,23.09.2019 06:00 - 23.09.2019 06:15,51223.0,52229.0,1006.0,24
25465,23.09.2019 06:15 - 23.09.2019 06:30,53780.0,54924.0,1144.0,25
25466,23.09.2019 06:30 - 23.09.2019 06:45,55646.0,56700.0,1054.0,26
25467,23.09.2019 06:45 - 23.09.2019 07:00,56922.0,58249.0,1327.0,27
25468,23.09.2019 07:00 - 23.09.2019 07:15,58319.0,60087.0,1768.0,28
25469,23.09.2019 07:15 - 23.09.2019 07:30,59199.0,60415.0,1216.0,29
25470,23.09.2019 07:30 - 23.09.2019 07:45,59875.0,61248.0,1373.0,30
25471,23.09.2019 07:45 - 23.09.2019 08:00,60856.0,61602.0,746.0,31
25472,23.09.2019 08:00 - 23.09.2019 08:15,61655.0,62790.0,1135.0,32
25473,23.09.2019 08:15 - 23.09.2019 08:30,62107.0,63093.0,986.0,33
25474,23.09.2019 08:30 - 23.09.2019 08:45,62507.0,63548.0,1041.0,34
25475,23.09.2019 08:45 - 23.09.2019 09:00,62594.0,63827.0,1233.0,35
25476,23.09.2019 09:00 - 23.09.2019 09:15,62537.0,63333.0,796.0,36
25477,23.09.2019 09:15 - 23.09.2019 09:30,62949.0,63556.0,607.0,37
25478,23.09.2019 09:30 - 23.09.2019 09:45,63475.0,64263.0,788.0,38
25479,23.09.2019 09:45 - 23.09.2019 10:00,63924.0,64318.0,394.0,39
25480,23.09.2019 10:00 - 23.09.2019 10:15,64162.0,64814.0,652.0,40
25481,23.09.2019 10:15 - 23.09.2019 10:30,64506.0,65435.0,929.0,41
25482,23.09.2019 10:30 - 23.09.2019 10:45,64897.0,65741.0,844.0,42
25483,23.09.2019 10:45 - 23.09.2019 11:00,65372.0,66072.0,700.0,43
25484,23.09.2019 11:00 - 23.09.2019 11:15,65835.0,66129.0,294.0,44
25485,23.09.2019 11:15 - 23.09.2019 11:30,66141.0,66265.0,124.0,45
25486,23.09.2019 11:30 - 23.09.2019 11:45,66409.0,66271.0,-138.0,46
25487,23.09.2019 11:45 - 23.09.2019 12:00,66607.0,66205.0,-402.0,47
25488,23.09.2019 12:00 - 23.09.2019 12:15,66356.0,65848.0,-508.0,48
25489,23.09.2019 12:15 - 23.09.2019 12:30,66143.0,65479.0,-664.0,49
25490,23.09.2019 12:30 - 23.09.2019 12:45,66187.0,65592.0,-595.0,50
25491,23.09.2019 12:45 - 23.09.2019 13:00,66133.0,65474.0,-659.0,51
25492,23.09.2019 13:00 - 23.09.2019 13:15,65930.0,65560.0,-370.0,52
25493,23.09.2019 13:15 - 23.09.2019 13:30,65769.0,65349.0,-420.0,53
25494,23.09.2019 13:30 - 23.09.2019 13:45,65478.0,65261.0,-217.0,54
25495,23.09.2019 13:45 - 23.09.2019 14:00,64915.0,64570.0,-345.0,55
25496,23.09.2019 14:00 - 23.09.2019 14:15,64792.0,63989.0,-803.0,56
25497,23.09.2019 14:15 - 23.09.2019 14:30,64801.0,63881.0,-920.0,57
25498,23.09.2019 14:30 - 23.09.2019 14:45,64479.0,63620.0,-859.0,58
25499,23.09.2019 14:45 - 23.09.2019 15:00,64175.0,63405.0,-770.0,59
25500,23.09.2019 15:00 - 23.09.2019 15:15,64191.0,63087.0,-1104.0,60
25501,23.09.2019 15:15 - 23.09.2019 15:30,63816.0,62596.0,-1220.0,61
25502,23.09.2019 15:30 - 23.09.2019 15:45,63480.0,62465.0,-1015.0,62
25503,23.09.2019 15:45 - 23.09.2019 16:00,62940.0,62233.0,-707.0,63
25504,23.09.2019 16:00 - 23.09.2019 16:15,62884.0,62166.0,-718.0,64
25505,23.09.2019 16:15 - 23.09.2019 16:30,62533.0,61670.0,-863.0,65
25506,23.09.2019 16:30 - 23.09.2019 16:45,62302.0,61307.0,-995.0,66
25507,23.09.2019 16:45 - 23.09.2019 17:00,61993.0,61232.0,-761.0,67
25508,23.09.2019 17:00 - 23.09.2019 17:15,62029.0,61386.0,-643.0,68
25509,23.09.2019 17:15 - 23.09.2019 17:30,62012.0,60931.0,-1081.0,69
25510,23.09.2019 17:30 - 23.09.2019 17:45,62039.0,61019.0,-1020.0,70
25511,23.09.2019 17:45 - 23.09.2019 18:00,62011.0,60962.0,-1049.0,71
25512,23.09.2019 18:00 - 23.09.2019 18:15,61825.0,60450.0,-1375.0,72
25513,23.09.2019 18:15 - 23.09.2019 18:30,61705.0,60214.0,-1491.0,73
25514,23.09.2019 18:30 - 23.09.2019 18:45,61687.0,60246.0,-1441.0,74
25515,23.09.2019 18:45 - 23.09.2019 19:00,61731.0,60512.0,-1219.0,75
25516,23.09.2019 19:00 - 23.09.2019 19:15,61757.0,60668.0,-1089.0,76
25517,23.09.2019 19:15 - 23.09.2019 19:30,61505.0,60939.0,-566.0,77
25518,23.09.2019 19:30 - 23.09.2019 19:45,61629.0,61906.0,277.0,78
25519,23.09.2019 19:45 - 23.09.2019 20:00,61712.0,62000.0,288.0,79
25520,23.09.2019 20:00 - 23.09.2019 20:15,61226.0,61197.0,-29.0,80
25521,23.09.2019 20:15 - 23.09.2019 20:30,60302.0,59641.0,-661.0,81
25522,23.09.2019 20:30 - 23.09.2019 20:45,59527.0,58776.0,-751.0,82
25523,23.09.2019 20:45 - 23.09.2019 21:00,58639.0,57926.0,-713.0,83
25524,23.09.2019 21:00 - 23.09.2019 21:15,57704.0,56899.0,-805.0,84
25525,23.09.2019 21:15 - 23.09.2019 21:30,56960.0,55911.0,-1049.0,85
25526,23.09.2019 21:30 - 23.09.2019 21:45,55899.0,54733.0,-1166.0,86
25527,23.09.2019 21:45 - 23.09.2019 22:00,54990.0,53750.0,-1240.0,87
25528,23.09.2019 22:00 - 23.09.2019 22:15,54244.0,53027.0,-1217.0,88
25529,23.09.2019 22:15 - 23.09.2019 22:30,53122.0,52109.0,-1013.0,89
25530,23.09.2019 22:30 - 23.09.2019 22:45,51963.0,50837.0,-1126.0,90
25531,23.09.2019 22:45 - 23.09.2019 23:00,51057.0,49863.0,-1194.0,91
25532,23.09.2019 23:00 - 23.09.2019 23:15,49769.0,48495.0,-1274.0,92
25533,23.09.2019 23:15 - 23.09.2019 23:30,48983.0,47730.0,-1253.0,93
25534,23.09.2019 23:30 - 23.09.2019 23:45,48185.0,46677.0,-1508.0,94
25535,23.09.2019 23:45 - 24.09.2019 00:00,47595.0,46279.0,-1316.0,95
25536,24.09.2019 00:00 - 24.09.2019 00:15,46269.0,45073.0,-1196.0,0
25537,24.09.2019 00:15 - 24.09.2019 00:30,45844.0,44804.0,-1040.0,1
25538,24.09.2019 00:30 - 24.09.2019 00:45,45350.0,44801.0,-549.0,2
25539,24.09.2019 00:45 - 24.09.2019 01:00,45015.0,43984.0,-1031.0,3
25540,24.09.2019 01:00 - 24.09.2019 01:15,44574.0,43640.0,-934.0,4
25541,24.09.2019 01:15 - 24.09.2019 01:30,44278.0,43438.0,-840.0,5
25542,24.09.2019 01:30 - 24.09.2019 01:45,43959.0,43023.0,-936.0,6
25543,24.09.2019 01:45 - 24.09.2019 02:00,43724.0,42507.0,-1217.0,7
25544,24.09.2019 02:00 - 24.09.2019 02:15,43232.0,41999.0,-1233.0,8
25545,24.09.2019 02:15 - 24.09.2019 02:30,43151.0,42181.0,-970.0,9
25546,24.09.2019 02:30 - 24.09.2019 02:45,43147.0,42230.0,-917.0,10
25547,24.09.2019 02:45 - 24.09.2019 03:00,43156.0,42239.0,-917.0,11
25548,24.09.2019 03:00 - 24.09.2019 03:15,43248.0,42367.0,-881.0,12
25549,24.09.2019 03:15 - 24.09.2019 03:30,43297.0,42492.0,-805.0,13
25550,24.09.2019 03:30 - 24.09.2019 03:45,43424.0,42517.0,-907.0,14
25551,24.09.2019 03:45 - 24.09.2019 04:00,43528.0,42674.0,-854.0,15
25552,24.09.2019 04:00 - 24.09.2019 04:15,43879.0,42890.0,-989.0,16
25553,24.09.2019 04:15 - 24.09.2019 04:30,44251.0,43373.0,-878.0,17
25554,24.09.2019 04:30 - 24.09.2019 04:45,44722.0,43654.0,-1068.0,18
25555,24.09.2019 04:45 - 24.09.2019 05:00,45297.0,44259.0,-1038.0,19
25556,24.09.2019 05:00 - 24.09.2019 05:15,46787.0,45528.0,-1259.0,20
25557,24.09.2019 05:15 - 24.09.2019 05:30,47467.0,46641.0,-826.0,21
25558,24.09.2019 05:30 - 24.09.2019 05:45,48785.0,48147.0,-638.0,22
25559,24.09.2019 05:45 - 24.09.2019 06:00,50302.0,49497.0,-805.0,23
25560,24.09.2019 06:00 - 24.09.2019 06:15,53417.0,52476.0,-941.0,24
25561,24.09.2019 06:15 - 24.09.2019 06:30,55731.0,54502.0,-1229.0,25
25562,24.09.2019 06:30 - 24.09.2019 06:45,57443.0,56308.0,-1135.0,26
25563,24.09.2019 06:45 - 24.09.2019 07:00,58839.0,57469.0,-1370.0,27
25564,24.09.2019 07:00 - 24.09.2019 07:15,60271.0,58597.0,-1674.0,28
25565,24.09.2019 07:15 - 24.09.2019 07:30,60860.0,58858.0,-2002.0,29
25566,24.09.2019 07:30 - 24.09.2019 07:45,61244.0,59327.0,-1917.0,30
25567,24.09.2019 07:45 - 24.09.2019 08:00,62025.0,60060.0,-1965.0,31
25568,24.09.2019 08:00 - 24.09.2019 08:15,62623.0,60652.0,-1971.0,32
25569,24.09.2019 08:15 - 24.09.2019 08:30,62910.0,60866.0,-2044.0,33
25570,24.09.2019 08:30 - 24.09.2019 08:45,63216.0,61502.0,-1714.0,34
25571,24.09.2019 08:45 - 24.09.2019 09:00,63265.0,61859.0,-1406.0,35
25572,24.09.2019 09:00 - 24.09.2019 09:15,63227.0,61971.0,-1256.0,36
25573,24.09.2019 09:15 - 24.09.2019 09:30,63614.0,62618.0,-996.0,37
25574,24.09.2019 09:30 - 24.09.2019 09:45,64292.0,63057.0,-1235.0,38
25575,24.09.2019 09:45 - 24.09.2019 10:00,64777.0,63055.0,-1722.0,39
25576,24.09.2019 10:00 - 24.09.2019 10:15,64986.0,63334.0,-1652.0,40
25577,24.09.2019 10:15 - 24.09.2019 10:30,65304.0,63314.0,-1990.0,41
25578,24.09.2019 10:30 - 24.09.2019 10:45,65753.0,63785.0,-1968.0,42
25579,24.09.2019 10:45 - 24.09.2019 11:00,66156.0,63971.0,-2185.0,43
25580,24.09.2019 11:00 - 24.09.2019 11:15,66389.0,64260.0,-2129.0,44
25581,24.09.2019 11:15 - 24.09.2019 11:30,66814.0,64703.0,-2111.0,45
25582,24.09.2019 11:30 - 24.09.2019 11:45,67056.0,64979.0,-2077.0,46
25583,24.09.2019 11:45 - 24.09.2019 12:00,67217.0,64915.0,-2302.0,47
25584,24.09.2019 12:00 - 24.09.2019 12:15,66921.0,64573.0,-2348.0,48
25585,24.09.2019 12:15 - 24.09.2019 12:30,66831.0,64567.0,-2264.0,49
25586,24.09.2019 12:30 - 24.09.2019 12:45,66792.0,64518.0,-2274.0,50
25587,24.09.2019 12:45 - 24.09.2019 13:00,66790.0,64827.0,-1963.0,51
25588,24.09.2019 13:00 - 24.09.2019 13:15,66582.0,64753.0,-1829.0,52
25589,24.09.2019 13:15 - 24.09.2019 13:30,66419.0,64778.0,-1641.0,53
25590,24.09.2019 13:30 - 24.09.2019 13:45,66142.0,64667.0,-1475.0,54
25591,24.09.2019 13:45 - 24.09.2019 14:00,65520.0,63984.0,-1536.0,55
25592,24.09.2019 14:00 - 24.09.2019 14:15,65338.0,63841.0,-1497.0,56
25593,24.09.2019 14:15 - 24.09.2019 14:30,65345.0,63533.0,-1812.0,57
25594,24.09.2019 14:30 - 24.09.2019 14:45,64891.0,63446.0,-1445.0,58
25595,24.09.2019 14:45 - 24.09.2019 15:00,64437.0,63343.0,-1094.0,59
25596,24.09.2019 15:00 - 24.09.2019 15:15,64433.0,63246.0,-1187.0,60
25597,24.09.2019 15:15 - 24.09.2019 15:30,64051.0,62715.0,-1336.0,61
25598,24.09.2019 15:30 - 24.09.2019 15:45,63680.0,62223.0,-1457.0,62
25599,24.09.2019 15:45 - 24.09.2019 16:00,63157.0,61628.0,-1529.0,63
25600,24.09.2019 16:00 - 24.09.2019 16:15,62988.0,61317.0,-1671.0,64
25601,24.09.2019 16:15 - 24.09.2019 16:30,62623.0,61007.0,-1616.0,65
25602,24.09.2019 16:30 - 24.09.2019 16:45,62390.0,60671.0,-1719.0,66
25603,24.09.2019 16:45 - 24.09.2019 17:00,62104.0,60444.0,-1660.0,67
25604,24.09.2019 17:00 - 24.09.2019 17:15,62211.0,60475.0,-1736.0,68
25605,24.09.2019 17:15 - 24.09.2019 17:30,62187.0,60421.0,-1766.0,69
25606,24.09.2019 17:30 - 24.09.2019 17:45,62250.0,60580.0,-1670.0,70
25607,24.09.2019 17:45 - 24.09.2019 18:00,62197.0,60566.0,-1631.0,71
25608,24.09.2019 18:00 - 24.09.2019 18:15,61964.0,59839.0,-2125.0,72
25609,24.09.2019 18:15 - 24.09.2019 18:30,61816.0,59702.0,-2114.0,73
25610,24.09.2019 18:30 - 24.09.2019 18:45,61864.0,60255.0,-1609.0,74
25611,24.09.2019 18:45 - 24.09.2019 19:00,61764.0,60352.0,-1412.0,75
25612,24.09.2019 19:00 - 24.09.2019 19:15,61855.0,60935.0,-920.0,76
25613,24.09.2019 19:15 - 24.09.2019 19:30,61706.0,61405.0,-301.0,77
25614,24.09.2019 19:30 - 24.09.2019 19:45,61804.0,62151.0,347.0,78
25615,24.09.2019 19:45 - 24.09.2019 20:00,61911.0,62118.0,207.0,79
25616,24.09.2019 20:00 - 24.09.2019 20:15,61290.0,61450.0,160.0,80
25617,24.09.2019 20:15 - 24.09.2019 20:30,60570.0,60136.0,-434.0,81
25618,24.09.2019 20:30 - 24.09.2019 20:45,59701.0,59607.0,-94.0,82
25619,24.09.2019 20:45 - 24.09.2019 21:00,58901.0,58683.0,-218.0,83
25620,24.09.2019 21:00 - 24.09.2019 21:15,58146.0,57944.0,-202.0,84
25621,24.09.2019 21:15 - 24.09.2019 21:30,57340.0,56885.0,-455.0,85
25622,24.09.2019 21:30 - 24.09.2019 21:45,56283.0,55643.0,-640.0,86
25623,24.09.2019 21:45 - 24.09.2019 22:00,55308.0,54445.0,-863.0,87
25624,24.09.2019 22:00 - 24.09.2019 22:15,54636.0,53696.0,-940.0,88
25625,24.09.2019 22:15 - 24.09.2019 22:30,53573.0,52776.0,-797.0,89
25626,24.09.2019 22:30 - 24.09.2019 22:45,52316.0,51804.0,-512.0,90
25627,24.09.2019 22:45 - 24.09.2019 23:00,51409.0,50621.0,-788.0,91
25628,24.09.2019 23:00 - 24.09.2019 23:15,50191.0,49186.0,-1005.0,92
25629,24.09.2019 23:15 - 24.09.2019 23:30,49369.0,48376.0,-993.0,93
25630,24.09.2019 23:30 - 24.09.2019 23:45,48644.0,47553.0,-1091.0,94
25631,24.09.2019 23:45 - 25.09.2019 00:00,48060.0,46742.0,-1318.0,95
25632,25.09.2019 00:00 - 25.09.2019 00:15,45883.0,45742.0,-141.0,0
25633,25.09.2019 00:15 - 25.09.2019 00:30,45250.0,44979.0,-271.0,1
25634,25.09.2019 00:30 - 25.09.2019 00:45,44815.0,44405.0,-410.0,2
25635,25.09.2019 00:45 - 25.09.2019 01:00,44300.0,44318.0,18.0,3
25636,25.09.2019 01:00 - 25.09.2019 01:15,43958.0,43691.0,-267.0,4
25637,25.09.2019 01:15 - 25.09.2019 01:30,43670.0,43344.0,-326.0,5
25638,25.09.2019 01:30 - 25.09.2019 01:45,43290.0,42894.0,-396.0,6
25639,25.09.2019 01:45 - 25.09.2019 02:00,43038.0,42595.0,-443.0,7
25640,25.09.2019 02:00 - 25.09.2019 02:15,42573.0,42357.0,-216.0,8
25641,25.09.2019 02:15 - 25.09.2019 02:30,42548.0,42047.0,-501.0,9
25642,25.09.2019 02:30 - 25.09.2019 02:45,42529.0,42231.0,-298.0,10
25643,25.09.2019 02:45 - 25.09.2019 03:00,42577.0,42153.0,-424.0,11
25644,25.09.2019 03:00 - 25.09.2019 03:15,42646.0,42322.0,-324.0,12
25645,25.09.2019 03:15 - 25.09.2019 03:30,42671.0,42359.0,-312.0,13
25646,25.09.2019 03:30 - 25.09.2019 03:45,42790.0,42304.0,-486.0,14
25647,25.09.2019 03:45 - 25.09.2019 04:00,42891.0,42544.0,-347.0,15
25648,25.09.2019 04:00 - 25.09.2019 04:15,43303.0,42892.0,-411.0,16
25649,25.09.2019 04:15 - 25.09.2019 04:30,43635.0,43212.0,-423.0,17
25650,25.09.2019 04:30 - 25.09.2019 04:45,44036.0,43683.0,-353.0,18
25651,25.09.2019 04:45 - 25.09.2019 05:00,44687.0,44422.0,-265.0,19
25652,25.09.2019 05:00 - 25.09.2019 05:15,46016.0,46331.0,315.0,20
25653,25.09.2019 05:15 - 25.09.2019 05:30,46733.0,47334.0,601.0,21
25654,25.09.2019 05:30 - 25.09.2019 05:45,47943.0,48480.0,537.0,22
25655,25.09.2019 05:45 - 25.09.2019 06:00,49458.0,50376.0,918.0,23
25656,25.09.2019 06:00 - 25.09.2019 06:15,52513.0,53881.0,1368.0,24
25657,25.09.2019 06:15 - 25.09.2019 06:30,54863.0,56150.0,1287.0,25
25658,25.09.2019 06:30 - 25.09.2019 06:45,56741.0,57813.0,1072.0,26
25659,25.09.2019 06:45 - 25.09.2019 07:00,57982.0,59105.0,1123.0,27
25660,25.09.2019 07:00 - 25.09.2019 07:15,59381.0,60574.0,1193.0,28
25661,25.09.2019 07:15 - 25.09.2019 07:30,60035.0,60894.0,859.0,29
25662,25.09.2019 07:30 - 25.09.2019 07:45,61216.0,61212.0,-4.0,30
25663,25.09.2019 07:45 - 25.09.2019 08:00,61805.0,61715.0,-90.0,31
25664,25.09.2019 08:00 - 25.09.2019 08:15,62485.0,62263.0,-222.0,32
25665,25.09.2019 08:15 - 25.09.2019 08:30,62982.0,62202.0,-780.0,33
25666,25.09.2019 08:30 - 25.09.2019 08:45,63189.0,62590.0,-599.0,34
25667,25.09.2019 08:45 - 25.09.2019 09:00,63489.0,62661.0,-828.0,35
25668,25.09.2019 09:00 - 25.09.2019 09:15,63188.0,62639.0,-549.0,36
25669,25.09.2019 09:15 - 25.09.2019 09:30,63642.0,62742.0,-900.0,37
25670,25.09.2019 09:30 - 25.09.2019 09:45,64252.0,63280.0,-972.0,38
25671,25.09.2019 09:45 - 25.09.2019 10:00,64475.0,63587.0,-888.0,39
25672,25.09.2019 10:00 - 25.09.2019 10:15,64629.0,64044.0,-585.0,40
