"MTU (CET)","Generation - Solar  [MW] Day Ahead/ BZN|DE-AT-LU","Generation - Solar  [MW] Intraday / BZN|DE-AT-LU","Generation - Solar  [MW] Current / BZN|DE-AT-LU","Generation - Wind Offshore  [MW] Day Ahead/ BZN|DE-AT-LU","Generation - Wind Offshore  [MW] Intraday / BZN|DE-AT-LU","Generation - Wind Offshore  [MW] Current / BZN|DE-AT-LU","Generation - Wind Onshore  [MW] Day Ahead/ BZN|DE-AT-LU","Generation - Wind Onshore  [MW] Intraday / BZN|DE-AT-LU","Generation - Wind Onshore  [MW] Current / BZN|DE-AT-LU"
"02.08.2018 10:30 - 02.08.2018 10:45","19898","18525","7727","54","111","126","1722","4212","55"
"02.08.2018 10:45 - 02.08.2018 11:00","20874","19511","8071","52","111","123","1725","4333","52"
"02.08.2018 11:00 - 02.08.2018 11:15","21752","20418","8390","51","108","119","1726","4442","50"
"02.08.2018 11:15 - 02.08.2018 11:30","22513","21220","8698","50","105","130","1744","4520","48"
"02.08.2018 11:30 - 02.08.2018 11:45","23193","21944","8992","50","107","126","1759","4604","46"
"02.08.2018 11:45 - 02.08.2018 12:00","23787","22587","9186","51","104","118","1778","4691","44"
"02.08.2018 12:00 - 02.08.2018 12:15","24274","23144","9326","51","102","116","1799","4769","44"
"02.08.2018 12:15 - 02.08.2018 12:30","24649","23549","9453","51","100","118","1790","4748","44"
"02.08.2018 12:30 - 02.08.2018 12:45","24915","23823","9603","53","98","111","1782","4732","44"
"02.08.2018 12:45 - 02.08.2018 13:00","25090","24020","9673","54","98","114","1767","4756","44"
"02.08.2018 13:00 - 02.08.2018 13:15","25137","24097","9641","54","94","104","1760","4769","45"
"02.08.2018 13:15 - 02.08.2018 13:30","25062","24040","9609","51","94","113","1775","4754","46"
"02.08.2018 13:30 - 02.08.2018 13:45","24917","23919","9666","53","90","107","1779","4731","47"
"02.08.2018 13:45 - 02.08.2018 14:00","24710","23749","9523","52","89","103","1790","4717","48"
"02.08.2018 14:00 - 02.08.2018 14:15","24387","23499","9348","51","80","91","1792","4724","50"
"02.08.2018 14:15 - 02.08.2018 14:30","23957","23156","9103","53","81","60","1818","4726","53"
"02.08.2018 14:30 - 02.08.2018 14:45","23481","22761","8904","52","83","51","1867","4723","57"
"02.08.2018 14:45 - 02.08.2018 15:00","22932","22304","8700","57","85","46","1882","4681","60"
"02.08.2018 15:00 - 02.08.2018 15:15","22287","21755","8416","56","83","41","1922","4621","65"
"02.08.2018 15:15 - 02.08.2018 15:30","21549","21094","8029","59","83","16","1988","4591","70"
"02.08.2018 15:30 - 02.08.2018 15:45","20738","20350","7699","62","82","14","2057","4552","76"
"02.08.2018 15:45 - 02.08.2018 16:00","19863","19515","7101","62","83","16","2137","4509","82"
"02.08.2018 16:00 - 02.08.2018 16:15","18909","18600","6590","66","82","15","2212","4462","89"
"02.08.2018 16:15 - 02.08.2018 16:30","17871","17612","6179","69","81","13","2318","4446","98"
"02.08.2018 16:30 - 02.08.2018 16:45","16765","16541","5829","71","80","10","2425","4428","108"
"02.08.2018 16:45 - 02.08.2018 17:00","15613","15416","5365","72","79","12","2534","4405","115"
"02.08.2018 17:00 - 02.08.2018 17:15","14387","14214","4885","77","80","11","2640","4376","125"
"02.08.2018 17:15 - 02.08.2018 17:30","13096","12951","4400","79","81","13","2765","4342","134"
"02.08.2018 17:30 - 02.08.2018 17:45","11771","11653","3986","83","81","14","2888","4308","145"
"02.08.2018 17:45 - 02.08.2018 18:00","10408","10318","3497","87","82","14","3022","4279","158"
"02.08.2018 18:00 - 02.08.2018 18:15","9029","8966","3112","85","83","15","3161","4254","170"
"02.08.2018 18:15 - 02.08.2018 18:30","7685","7643","2702","93","86","9","3309","4226","182"
"02.08.2018 18:30 - 02.08.2018 18:45","6377","6353","2327","98","86","9","3465","4220","198"
"02.08.2018 18:45 - 02.08.2018 19:00","5128","5129","1942","105","87","9","3609","4224","216"
"02.08.2018 19:00 - 02.08.2018 19:15","3982","3994","1569","105","88","9","3781","4257","240"
"02.08.2018 19:15 - 02.08.2018 19:30","3007","3019","1216","107","90","10","3992","4308","264"
"02.08.2018 19:30 - 02.08.2018 19:45","2198","2221","917","108","89","10","4195","4388","292"
"02.08.2018 19:45 - 02.08.2018 20:00","1582","1591","676","112","89","9","4363","4460","300"
"02.08.2018 20:00 - 02.08.2018 20:15","1071","1069","451","115","91","9","4532","4530","309"
"02.08.2018 20:15 - 02.08.2018 20:30","672","648","254","104","90","7","4836","4713","314"
"02.08.2018 20:30 - 02.08.2018 20:45","360","334","119","101","88","7","5150","4936","325"
"02.08.2018 20:45 - 02.08.2018 21:00","124","112","38","106","87","6","5485","5192","328"
"02.08.2018 21:00 - 02.08.2018 21:15","18","18","11","103","84","8","5836","5327","321"
"02.08.2018 21:15 - 02.08.2018 21:30","3","3","2","103","89","9","6111","5524","308"
"02.08.2018 21:30 - 02.08.2018 21:45","2","2","1","104","92","8","6392","5735","297"
"02.08.2018 21:45 - 02.08.2018 22:00","0","0","0","104","95","9","6663","5917","287"
"02.08.2018 22:00 - 02.08.2018 22:15","0","0","0","104","98","9","6886","6035","272"
"02.08.2018 22:15 - 02.08.2018 22:30","0","0","0","100","96","9","7008","6074","259"
"02.08.2018 22:30 - 02.08.2018 22:45","0","0","0","94","93","8","7131","6118","247"
"02.08.2018 22:45 - 02.08.2018 23:00","0","0","0","89","92","8","7230","6143","234"
"02.08.2018 23:00 - 02.08.2018 23:15","0","0","0","84","89","9","7312","6152","225"
"02.08.2018 23:15 - 02.08.2018 23:30","0","0","0","80","84","6","7152","6019","217"
"02.08.2018 23:30 - 02.08.2018 23:45","0","0","0","72","75","7","6992","5886","210"
"02.08.2018 23:45 - 03.08.2018 00:00","0","0","0","66","68","9","6853","5769","205"
"03.08.2018 00:00 - 03.08.2018 00:15","0","0","0","62","53","10","5718","5259","123"
"03.08.2018 00:15 - 03.08.2018 00:30","0","0","0","58","44","4","5546","5322","129"
"03.08.2018 00:30 - 03.08.2018 00:45","0","0","0","55","40","4","5373","5302","133"
"03.08.2018 00:45 - 03.08.2018 01:00","0","0","0","53","39","5","5203","5209","136"
"03.08.2018 01:00 - 03.08.2018 01:15","0","0","0","50","38","8","5048","5115","141"
"03.08.2018 01:15 - 03.08.2018 01:30","0","0","0","46","41","14","4927","4851","146"
"03.08.2018 01:30 - 03.08.2018 01:45","0","0","0","43","35","11","4801","4691","155"
"03.08.2018 01:45 - 03.08.2018 02:00","0","0","0","39","32","11","4672","4483","160"
"03.08.2018 02:00 - 03.08.2018 02:15","0","0","0","37","31","12","4531","4297","165"
"03.08.2018 02:15 - 03.08.2018 02:30","0","0","0","36","29","11","4396","4023","169"
"03.08.2018 02:30 - 03.08.2018 02:45","0","0","0","34","31","13","4258","3835","173"
"03.08.2018 02:45 - 03.08.2018 03:00","0","0","0","31","30","13","4120","3660","176"
"03.08.2018 03:00 - 03.08.2018 03:15","0","0","0","33","28","12","3852","3542","177"
"03.08.2018 03:15 - 03.08.2018 03:30","0","0","0","35","34","18","3747","3469","178"
"03.08.2018 03:30 - 03.08.2018 03:45","0","0","0","36","31","16","3642","3435","179"
"03.08.2018 03:45 - 03.08.2018 04:00","0","0","0","38","31","16","3537","3393","181"
"03.08.2018 04:00 - 03.08.2018 04:15","0","0","0","38","32","18","3437","3288","188"
"03.08.2018 04:15 - 03.08.2018 04:30","0","0","0","40","33","19","3361","3261","195"
"03.08.2018 04:30 - 03.08.2018 04:45","0","0","0","45","34","21","3285","3223","203"
"03.08.2018 04:45 - 03.08.2018 05:00","0","0","0","45","36","24","3208","3122","203"
"03.08.2018 05:00 - 03.08.2018 05:15","4","4","3","48","40","29","3137","3050","205"
"03.08.2018 05:15 - 03.08.2018 05:30","9","9","7","49","44","33","3056","2972","203"
"03.08.2018 05:30 - 03.08.2018 05:45","30","28","11","49","40","29","2973","2953","201"
"03.08.2018 05:45 - 03.08.2018 06:00","89","90","32","50","38","27","2891","2923","200"
"03.08.2018 06:00 - 03.08.2018 06:15","222","230","98","49","34","24","2811","2846","196"
"03.08.2018 06:15 - 03.08.2018 06:30","503","512","205","47","32","22","2696","2749","191"
"03.08.2018 06:30 - 03.08.2018 06:45","907","912","363","50","26","17","2581","2756","188"
"03.08.2018 06:45 - 03.08.2018 07:00","1463","1486","636","47","24","15","2447","2676","180"
"03.08.2018 07:00 - 03.08.2018 07:15","2293","2333","1020","46","22","14","2300","2571","169"
"03.08.2018 07:15 - 03.08.2018 07:30","3317","3363","1428","46","15","8","2061","2402","159"
"03.08.2018 07:30 - 03.08.2018 07:45","4509","4547","1863","42","15","8","1823","2241","148"
"03.08.2018 07:45 - 03.08.2018 08:00","5852","5862","2359","41","14","8","1587","1987","135"
"03.08.2018 08:00 - 03.08.2018 08:15","7369","7348","2902","38","13","8","1373","1737","127"
"03.08.2018 08:15 - 03.08.2018 08:30","8960","8908","3531","38","14","5","1172","1501","119"
"03.08.2018 08:30 - 03.08.2018 08:45","10602","10525","4095","37","14","5","991","1287","111"
"03.08.2018 08:45 - 03.08.2018 09:00","12242","12141","4698","34","14","5","831","1094","104"
"03.08.2018 09:00 - 03.08.2018 09:15","13890","13764","5342","32","13","5","707","948","97"
"03.08.2018 09:15 - 03.08.2018 09:30","15476","15330","5975","32","13","3","693","905","91"
"03.08.2018 09:30 - 03.08.2018 09:45","16991","16825","6543","31","12","3","682","876","86"
"03.08.2018 09:45 - 03.08.2018 10:00","18377","18216","7035","30","11","3","715","904","81"
"03.08.2018 10:00 - 03.08.2018 10:15","19622","19487","7542","29","11","3","751","925","78"
"03.08.2018 10:15 - 03.08.2018 10:30","20752","20642","7998","29","12","3","783","951","76"
"03.08.2018 10:30 - 03.08.2018 10:45","21806","21710","8415","29","13","3","819","962","74"
"03.08.2018 10:45 - 03.08.2018 11:00","22781","22706","8773","29","13","3","849","974","72"
"03.08.2018 11:00 - 03.08.2018 11:15","23640","23584","9142","30","13","5","883","990","72"
"03.08.2018 11:15 - 03.08.2018 11:30","24371","24342","9465","31","16","4","928","1013","71"
"03.08.2018 11:30 - 03.08.2018 11:45","25008","25009","9709","33","17","4","974","1057","71"
"03.08.2018 11:45 - 03.08.2018 12:00","25520","25561","9829","36","17","6","1022","1113","70"
"03.08.2018 12:00 - 03.08.2018 12:15","25917","25982","9986","38","17","6","1076","1174","69"
"03.08.2018 12:15 - 03.08.2018 12:30","26191","26308","10143","40","19","6","1101","1177","69"
"03.08.2018 12:30 - 03.08.2018 12:45","26377","26535","10142","41","23","7","1127","1162","68"
"03.08.2018 12:45 - 03.08.2018 13:00","26535","26698","10204","45","23","8","1149","1163","68"
"03.08.2018 13:00 - 03.08.2018 13:15","26560","26724","10064","48","25","10","1172","1160","66"
"03.08.2018 13:15 - 03.08.2018 13:30","26492","26642","9975","51","27","11","1195","1162","64"
"03.08.2018 13:30 - 03.08.2018 13:45","26355","26490","9759","56","29","12","1210","1175","63"
"03.08.2018 13:45 - 03.08.2018 14:00","26187","26290","9649","59","30","14","1226","1194","61"
"03.08.2018 14:00 - 03.08.2018 14:15","25907","25988","9508","62","35","15","1241","1145","60"
"03.08.2018 14:15 - 03.08.2018 14:30","25535","25602","9482","66","37","18","1257","1176","59"
"03.08.2018 14:30 - 03.08.2018 14:45","25094","25146","9192","68","39","18","1277","1212","57"
"03.08.2018 14:45 - 03.08.2018 15:00","24517","24575","8949","74","41","16","1300","1256","56"
"03.08.2018 15:00 - 03.08.2018 15:15","23838","23895","8698","77","43","23","1328","1293","56"
"03.08.2018 15:15 - 03.08.2018 15:30","23061","23113","8353","79","45","24","1362","1350","56"
"03.08.2018 15:30 - 03.08.2018 15:45","22210","22256","8141","84","51","27","1397","1404","56"
"03.08.2018 15:45 - 03.08.2018 16:00","21308","21345","7935","87","53","27","1434","1461","55"
"03.08.2018 16:00 - 03.08.2018 16:15","20321","20340","7564","91","56","29","1478","1525","55"
"03.08.2018 16:15 - 03.08.2018 16:30","19233","19242","7203","95","61","29","1538","1612","55"
"03.08.2018 16:30 - 03.08.2018 16:45","18071","18064","6619","100","65","34","1597","1699","56"
"03.08.2018 16:45 - 03.08.2018 17:00","16836","16813","6348","103","67","37","1657","1783","55"
"03.08.2018 17:00 - 03.08.2018 17:15","15517","15481","5856","105","70","35","1724","1859","54"
"03.08.2018 17:15 - 03.08.2018 17:30","14116","14073","5368","103","72","36","1853","1958","52"
"03.08.2018 17:30 - 03.08.2018 17:45","12664","12622","4859","102","72","41","1984","2057","50"
"03.08.2018 17:45 - 03.08.2018 18:00","11183","11142","4332","104","74","42","2109","2153","51"
"03.08.2018 18:00 - 03.08.2018 18:15","9683","9647","3769","106","72","42","2230","2233","55"
"03.08.2018 18:15 - 03.08.2018 18:30","8208","8172","3225","105","75","47","2365","2315","59"
"03.08.2018 18:30 - 03.08.2018 18:45","6769","6736","2678","103","77","57","2506","2406","64"
"03.08.2018 18:45 - 03.08.2018 19:00","5402","5377","2162","103","80","64","2642","2512","70"
"03.08.2018 19:00 - 03.08.2018 19:15","4144","4126","1651","104","86","75","2767","2621","76"
"03.08.2018 19:15 - 03.08.2018 19:30","3089","3071","1257","105","89","88","2919","2771","85"
"03.08.2018 19:30 - 03.08.2018 19:45","2249","2237","922","105","93","114","3080","2927","95"
"03.08.2018 19:45 - 03.08.2018 20:00","1609","1605","665","102","96","120","3235","3079","104"
"03.08.2018 20:00 - 03.08.2018 20:15","1093","1081","442","102","97","105","3393","3233","113"
"03.08.2018 20:15 - 03.08.2018 20:30","681","658","243","105","104","89","3609","3482","123"
"03.08.2018 20:30 - 03.08.2018 20:45","352","338","113","106","108","113","3845","3748","134"
"03.08.2018 20:45 - 03.08.2018 21:00","117","111","34","107","114","120","4082","4007","141"
"03.08.2018 21:00 - 03.08.2018 21:15","17","16","8","111","119","123","4321","4208","148"
"03.08.2018 21:15 - 03.08.2018 21:30","3","3","1","110","127","167","4575","4502","159"
"03.08.2018 21:30 - 03.08.2018 21:45","2","2","1","108","136","189","4858","4820","173"
"03.08.2018 21:45 - 03.08.2018 22:00","0","0","0","111","144","178","5129","5106","179"
"03.08.2018 22:00 - 03.08.2018 22:15","0","0","0","110","153","149","5357","5336","169"
"03.08.2018 22:15 - 03.08.2018 22:30","0","0","0","111","156","120","5429","5449","157"
"03.08.2018 22:30 - 03.08.2018 22:45","0","0","0","112","161","95","5506","5575","149"
"03.08.2018 22:45 - 03.08.2018 23:00","0","0","0","113","167","80","5506","5614","136"
"03.08.2018 23:00 - 03.08.2018 23:15","0","0","0","114","171","70","5492","5634","123"
"03.08.2018 23:15 - 03.08.2018 23:30","0","0","0","112","168","41","5360","5593","112"
"03.08.2018 23:30 - 03.08.2018 23:45","0","0","0","109","164","42","5232","5554","102"
"03.08.2018 23:45 - 04.08.2018 00:00","0","0","0","105","161","56","5078","5493","91"
"04.08.2018 00:00 - 04.08.2018 00:15","0","0","0","115","106","70","5321","5819","158"
"04.08.2018 00:15 - 04.08.2018 00:30","0","0","0","112","97","60","5231","5676","153"
"04.08.2018 00:30 - 04.08.2018 00:45","0","0","0","110","114","77","5142","5528","149"
"04.08.2018 00:45 - 04.08.2018 01:00","0","0","0","103","129","98","5056","5340","144"
"04.08.2018 01:00 - 04.08.2018 01:15","0","0","0","103","127","96","4971","5260","137"
"04.08.2018 01:15 - 04.08.2018 01:30","0","0","0","106","154","125","4887","5111","131"
"04.08.2018 01:30 - 04.08.2018 01:45","0","0","0","108","158","130","4809","5059","127"
"04.08.2018 01:45 - 04.08.2018 02:00","0","0","0","112","170","142","4731","4957","120"
"04.08.2018 02:00 - 04.08.2018 02:15","0","0","0","114","161","133","4652","4829","111"
"04.08.2018 02:15 - 04.08.2018 02:30","0","0","0","114","174","147","4556","4555","101"
"04.08.2018 02:30 - 04.08.2018 02:45","0","0","0","111","169","143","4462","4409","92"
"04.08.2018 02:45 - 04.08.2018 03:00","0","0","0","109","163","137","4368","4206","87"
"04.08.2018 03:00 - 04.08.2018 03:15","0","0","0","107","142","117","4129","4043","84"
"04.08.2018 03:15 - 04.08.2018 03:30","0","0","0","101","145","120","4011","3852","83"
"04.08.2018 03:30 - 04.08.2018 03:45","0","0","0","97","140","115","3897","3768","83"
"04.08.2018 03:45 - 04.08.2018 04:00","0","0","0","95","124","100","3784","3638","80"
"04.08.2018 04:00 - 04.08.2018 04:15","0","0","0","93","111","87","3678","3480","75"
"04.08.2018 04:15 - 04.08.2018 04:30","0","0","0","91","89","65","3551","3352","69"
"04.08.2018 04:30 - 04.08.2018 04:45","0","0","0","93","68","44","3428","3209","64"
"04.08.2018 04:45 - 04.08.2018 05:00","0","0","0","95","66","42","3298","3001","60"
"04.08.2018 05:00 - 04.08.2018 05:15","4","4","3","95","63","39","3183","2856","58"
"04.08.2018 05:15 - 04.08.2018 05:30","8","8","6","94","47","24","3036","2702","57"
"04.08.2018 05:30 - 04.08.2018 05:45","24","14","10","95","44","22","2882","2551","57"
"04.08.2018 05:45 - 04.08.2018 06:00","92","59","25","96","46","25","2732","2469","56"
"04.08.2018 06:00 - 04.08.2018 06:15","260","214","88","105","46","26","2586","2376","55"
"04.08.2018 06:15 - 04.08.2018 06:30","543","509","192","105","35","15","2437","2205","54"
"04.08.2018 06:30 - 04.08.2018 06:45","929","899","337","109","34","15","2289","2127","53"
"04.08.2018 06:45 - 04.08.2018 07:00","1480","1442","585","108","46","28","2076","1927","49"
"04.08.2018 07:00 - 04.08.2018 07:15","2272","2232","918","118","39","22","1870","1705","40"
"04.08.2018 07:15 - 04.08.2018 07:30","3248","3167","1253","119","45","28","1662","1542","32"
"04.08.2018 07:30 - 04.08.2018 07:45","4364","4248","1643","128","50","34","1457","1432","27"
"04.08.2018 07:45 - 04.08.2018 08:00","5588","5477","2047","132","53","38","1321","1274","23"
"04.08.2018 08:00 - 04.08.2018 08:15","6945","6862","2538","138","54","40","1190","1108","19"
"04.08.2018 08:15 - 04.08.2018 08:30","8376","8251","3098","154","57","40","1076","999","16"
"04.08.2018 08:30 - 04.08.2018 08:45","9846","9675","3699","173","63","41","971","902","14"
"04.08.2018 08:45 - 04.08.2018 09:00","11310","11098","4175","189","68","44","913","815","11"
"04.08.2018 09:00 - 04.08.2018 09:15","12780","12528","4719","199","71","44","873","748","9"
"04.08.2018 09:15 - 04.08.2018 09:30","14203","13922","5301","217","77","33","925","779","8"
"04.08.2018 09:30 - 04.08.2018 09:45","15551","15248","5829","234","85","39","982","818","7"
"04.08.2018 09:45 - 04.08.2018 10:00","16818","16497","6396","251","91","43","1050","857","6"
"04.08.2018 10:00 - 04.08.2018 10:15","18045","17639","6808","272","98","47","1141","882","4"
"04.08.2018 10:15 - 04.08.2018 10:30","19075","18670","7280","294","104","43","1254","960","3"
"04.08.2018 10:30 - 04.08.2018 10:45","20029","19627","7652","323","108","54","1366","1032","3"
"04.08.2018 10:45 - 04.08.2018 11:00","20906","20510","7952","349","113","61","1473","1092","3"
"04.08.2018 11:00 - 04.08.2018 11:15","21675","21283","8233","380","122","71","1580","1145","4"
"04.08.2018 11:15 - 04.08.2018 11:30","22336","21959","8548","405","131","67","1725","1267","4"
"04.08.2018 11:30 - 04.08.2018 11:45","22919","22565","8877","430","145","73","1875","1397","4"
"04.08.2018 11:45 - 04.08.2018 12:00","23407","23086","9103","460","156","78","2022","1538","4"
"04.08.2018 12:00 - 04.08.2018 12:15","23780","23513","9318","487","168","88","2191","1652","5"
"04.08.2018 12:15 - 04.08.2018 12:30","24065","23855","9582","526","180","86","2397","1779","7"
"04.08.2018 12:30 - 04.08.2018 12:45","24261","24100","9640","560","197","98","2607","1901","8"
"04.08.2018 12:45 - 04.08.2018 13:00","24392","24259","9693","596","210","111","2821","2013","10"
